subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
cs,15,2005–2010,2010–2015,2005–2010 → 2010–2015,0.716242,0.283758,"language, logic, program, semantic, calculus, constraint, programming, order, proof, rule, algorithm, type, termination, prolog","calculus, language, logic, program, proof, semantic, order, rule, tree, algorithm, constraint, programming, type, termination, theory"
cs,15,2010–2015,2015–2020,2010–2015 → 2015–2020,0.7081,0.2919,"calculus, language, logic, program, proof, semantic, order, rule, tree, algorithm, constraint, programming, type, termination, theory","language, logic, order, program, proof, semantic, tree, type, programming, theory, constraint, rule, calculus, property"
cs,15,2015–2020,2020–2025,2015–2020 → 2020–2025,0.845529,0.154471,"language, logic, order, program, proof, semantic, tree, type, programming, theory, constraint, rule, calculus, property","language, logic, program, proof, semantic, tree, type, algorithm, rule, order, calculus, constraint, logical, programming"
cs,16,2000–2005,2005–2010,2000–2005 → 2005–2010,0.609876,0.390124,"database, query, datum, maintenance, aggregate, index, view, xml, join, mydb, relational_database, sdss, stock_market, subexpression, warehouse, acquaintance, atlas, casjob, dag, dpg, dpg_join, integrity, knot, object, proxy, schema, sdm, sloan_digital_sky, tableaux","database, query, datum, xml, cqa, schema, complexity, consistent, incremental, skyline, warehouse, xquery, acquaintance, aggregate, bitboard, cardinality, casjob, chaos, denial, hash, laconic, linebreak, mapping, mydb, object, p2p, relational, repair, sdss, semantic, sew, simrank, sparql, wrt"
cs,16,2005–2010,2010–2015,2005–2010 → 2010–2015,0.66352,0.33648,"database, query, datum, xml, cqa, schema, complexity, consistent, incremental, skyline, warehouse, xquery, acquaintance, aggregate, bitboard, cardinality, casjob, chaos, denial, hash, laconic, linebreak, mapping, mydb, object, p2p, relational, repair, sdss, semantic, sew, simrank, sparql, wrt","database, datum, query, xml, bloom_filter, relational, schema, xpath, skyline, summarizability, warehouse, accumulo, algorithm, click, dbscan, index, mapping, multidark, owl, p2p, paedophile, quotient, rdf, repair, sql, view, viewlet, xqowl, xquery"
cs,16,2010–2015,2015–2020,2010–2015 → 2015–2020,0.661317,0.338683,"database, datum, query, xml, bloom_filter, relational, schema, xpath, skyline, summarizability, warehouse, accumulo, algorithm, click, dbscan, index, mapping, multidark, owl, p2p, paedophile, quotient, rdf, repair, sql, view, viewlet, xqowl, xquery","database, datum, query, rdf, sql, index, xml, join, skyline, bloom_filter, search, bitmap, engine, graph, hash, language, owl, relational, sparql, store, xqowl, xquery"
cs,16,2015–2020,2020–2025,2015–2020 → 2020–2025,0.756258,0.243742,"database, datum, query, rdf, sql, index, xml, join, skyline, bloom_filter, search, bitmap, engine, graph, hash, language, owl, relational, sparql, store, xqowl, xquery","database, datum, graph, query, sql, index, join, schema, skyline, rdf, store, llm, msync, nosql, parquet, relational, xpath"
cs,17,2000–2005,2005–2010,2000–2005 → 2005–2010,0.471243,0.528757,"classifier, algorithm, datum, classification, training, anti_spam, categorical, corpus, granite, learner, learning, noun_phrase, redescription, anmi, asa, bayesian, class, context, cost, dataset, eeg, exemplar, filter, gas_turbine, knn, motley, naive, naive_baye, near_neighbor, near_neighbour, nnr, portuguese, senseval, tagger, thai, transformation, word_sense_disambiguation, wsd","algorithm, class, classification, classifier, datum, support_vector, dataset, learning, mart, abc, anmi, artmap, categorical, distribution, eeg, granite, haplotype, intrusion_detection, ldof, malware, multiclass, mutual_information, rule, svms, test, training, zernike"
cs,17,2005–2010,2010–2015,2005–2010 → 2010–2015,0.677915,0.322085,"algorithm, class, classification, classifier, datum, support_vector, dataset, learning, mart, abc, anmi, artmap, categorical, distribution, eeg, granite, haplotype, intrusion_detection, ldof, malware, multiclass, mutual_information, rule, svms, test, training, zernike","algorithm, classification, classifier, datum, learning, class, dataset, selection, training, gene, label, svm, dimensionality_reduction, ensemble, intrusion_detection, malware, sample, set, upal"
cs,17,2010–2015,2015–2020,2010–2015 → 2015–2020,0.655279,0.344721,"algorithm, classification, classifier, datum, learning, class, dataset, selection, training, gene, label, svm, dimensionality_reduction, ensemble, intrusion_detection, malware, sample, set, upal","class, classification, classifier, dataset, datum, label, learning, sample, training, algorithm, image"
cs,17,2015–2020,2020–2025,2015–2020 → 2020–2025,0.877886,0.122114,"class, classification, classifier, dataset, datum, label, learning, sample, training, algorithm, image","class, classification, dataset, datum, image, label, learning, sample, training, classifier, augmentation, distribution, llm"
cs,18,2000–2005,2005–2010,2000–2005 → 2005–2010,0.127142,0.872858,"coexistence, cooperator, core, invasion, prisoner_dilemma, spatial, video, cooperation, cooperator_defector, defector, detector, dynamic, executable, faye, frame, hmmd, indexing, land, motion, nowak, object_detection, point, prisoner_dilemma_game, reduct, semi, sequence, spatial_temporal, stability, stream, temporal, teruti, thespatial, viewpoint","video, interaction, response, social, youtube, core, geography, hmmd, network, opening, reduct, temporal, cedr, cellular_automata, datum, dca, duration, dynamic, face, facial_expression, jkv07, land, pft, popularity, saccade, shot, spatial_temporal, stream, tbm, teruti, thespatial"
cs,18,2005–2010,2010–2015,2005–2010 → 2010–2015,0.334343,0.665657,"video, interaction, response, social, youtube, core, geography, hmmd, network, opening, reduct, temporal, cedr, cellular_automata, datum, dca, duration, dynamic, face, facial_expression, jkv07, land, pft, popularity, saccade, shot, spatial_temporal, stream, tbm, teruti, thespatial","video, frame, action, facial_expression, mincq, playout, response, fence, fusion, graphlet, object, recognition, sparkle, surveillance, alchemical, camera, cellular_automata, dataset, dca, face, fruc, interaction, meme, mirror, motion, person_identification, prebuffering, rate, shot, social, stream, temporal, visual, wimax, youtube"
cs,18,2010–2015,2015–2020,2010–2015 → 2015–2020,0.367573,0.632427,"video, frame, action, facial_expression, mincq, playout, response, fence, fusion, graphlet, object, recognition, sparkle, surveillance, alchemical, camera, cellular_automata, dataset, dca, face, fruc, interaction, meme, mirror, motion, person_identification, prebuffering, rate, shot, social, stream, temporal, visual, wimax, youtube","action, dataset, frame, motion, recognition, temporal, video, visual, camera, network, image, object, stream, surveillance"
cs,18,2015–2020,2020–2025,2015–2020 → 2020–2025,0.884622,0.115378,"action, dataset, frame, motion, recognition, temporal, video, visual, camera, network, image, object, stream, surveillance","action, dataset, frame, motion, temporal, video, visual, recognition, image, information, network, fusion, dynamic, spatial, stream"
cs,19,2000–2005,2005–2010,2000–2005 → 2005–2010,0.41095,0.58905,"sequence, algorithm, speech_recognition, compression, fst, speech, transcription, trigram, word, barnacle, forkstack, input, lfi, planck, assay, chromosome, context, dna, genomic, language, length, lossless_compression, ncd, perspicuous, primer, protein, recognizer, sbe, sbh, subsequence, transcript, triplet, vocabulary","compression, sequence, algorithm, length, gene, sprs, crosscorrelation, dna, genomic, gprs, kalimucho, speech, assay, bfa, bitmap, ciliate, cluster, compressibility, context, datum, encryptor, kl2, lz77, olfactory_receptor, or1d2, primer, sbe, sbh, source, syllabic, transcript, tzeng, window, word"
cs,19,2005–2010,2010–2015,2005–2010 → 2010–2015,0.66002,0.33998,"compression, sequence, algorithm, length, gene, sprs, crosscorrelation, dna, genomic, gprs, kalimucho, speech, assay, bfa, bitmap, ciliate, cluster, compressibility, context, datum, encryptor, kl2, lz77, olfactory_receptor, or1d2, primer, sbe, sbh, source, syllabic, transcript, tzeng, window, word","compression, sequence, gene, length, datum, genome, speech, bac, dna, nucleosome, phoneme, speaker, algorithm, bfa, bruijn, context, gwggi, hyda, kalimucho, mfcc, nonrepetitive, novo_assembly, odse, olfactory_receptor, or1d2, oral_history, phylogeny, read, sid, subsequence, toggling"
cs,19,2010–2015,2015–2020,2010–2015 → 2015–2020,0.414387,0.585613,"compression, sequence, gene, length, datum, genome, speech, bac, dna, nucleosome, phoneme, speaker, algorithm, bfa, bruijn, context, gwggi, hyda, kalimucho, mfcc, nonrepetitive, novo_assembly, odse, olfactory_receptor, or1d2, oral_history, phylogeny, read, sid, subsequence, toggling","sequence, speech, speech_recognition, acoustic, datum, speaker, ctc, gene, phoneme, training, word, compression, dna, end, genome, length, asr, gwggi, odse, oral_history, recognition, utterance"
cs,19,2015–2020,2020–2025,2015–2020 → 2020–2025,0.484102,0.515898,"sequence, speech, speech_recognition, acoustic, datum, speaker, ctc, gene, phoneme, training, word, compression, dna, end, genome, length, asr, gwggi, odse, oral_history, recognition, utterance","asr, sequence, speaker, speech, speech_recognition, training, utterance, voice, end, acoustic, audio, context, datum, language, llm, compression, long, token, word"
cs,20,2000–2005,2005–2010,2000–2005 → 2005–2010,0.487992,0.512008,"complexity, function, quantum, theory, algorithm, class, polynomial, group, set, algebraic, boolean, tower, aixi, bhlevel, circularity, csp, homology, lattice, noi, proof, pushpush","algorithm, class, complexity, function, polynomial, set, boolean, finite, language, omega, algebraic, automata, quantum, theory, adic, code, group, sequence"
cs,20,2005–2010,2010–2015,2005–2010 → 2010–2015,0.867898,0.132102,"algorithm, class, complexity, function, polynomial, set, boolean, finite, language, omega, algebraic, automata, quantum, theory, adic, code, group, sequence","algorithm, class, complexity, finite, function, polynomial, set, automata, graph, language, boolean, group, omega, theorem"
cs,20,2010–2015,2015–2020,2010–2015 → 2015–2020,0.918314,0.081686,"algorithm, class, complexity, finite, function, polynomial, set, automata, graph, language, boolean, group, omega, theorem","algorithm, class, complexity, finite, function, graph, polynomial, set, automata, theorem, theory, boolean, code, language, proof"
cs,20,2015–2020,2020–2025,2015–2020 → 2020–2025,0.966805,0.033195,"algorithm, class, complexity, finite, function, graph, polynomial, set, automata, theorem, theory, boolean, code, language, proof","algorithm, class, complexity, finite, function, graph, polynomial, set, automata, theory, boolean, mathbb_mathbb"
cs,21,2000–2005,2005–2010,2000–2005 → 2005–2010,0.23297,0.76703,"protocol, voting, candidate, coalitional, manipulation, election, excitation, multiagent, pattern, presynaptic, spin_glass, voter, algorithm, biological, clock, clock_synchronization, criticality, cup, electoral, fault, faulty, hard, neuron, phase, plasticity, procedure, register, repair, spike, transient, unweighted","neuron, election, immune, voting, aapsm, dendritic, dodgson, neuronal, pattern, presynaptic, spike_train, vote, voter, ais, algorithm, announcement, assignable, ballot, biological, brain, ca4, candidate, card, cell, chair, conflict, envelope, firing, immunology, invader, layout, protocol, spike, spin_glass, stdp, steam, stippling, stroke, subconscious, swta, synchronous, vulnerability"
cs,21,2005–2010,2010–2015,2005–2010 → 2010–2015,0.343553,0.656447,"neuron, election, immune, voting, aapsm, dendritic, dodgson, neuronal, pattern, presynaptic, spike_train, vote, voter, ais, algorithm, announcement, assignable, ballot, biological, brain, ca4, candidate, card, cell, chair, conflict, envelope, firing, immunology, invader, layout, protocol, spike, spin_glass, stdp, steam, stippling, stroke, subconscious, swta, synchronous, vulnerability","brain, neuron, immune, pattern, voter, alice_bob, candidate, card, firing, miss, synaptic, walker, wooden, actin, artificial, cath, cell, coalitional, cortical, dendritic, election, furniture, manipulator, multidisorder, neuronal, possible, rehabilitation, rule, spike_train, stt, subconscious, synapsis, synchronous, voting, winner, wood"
cs,21,2010–2015,2015–2020,2010–2015 → 2015–2020,0.327807,0.672193,"brain, neuron, immune, pattern, voter, alice_bob, candidate, card, firing, miss, synaptic, walker, wooden, actin, artificial, cath, cell, coalitional, cortical, dendritic, election, furniture, manipulator, multidisorder, neuronal, possible, rehabilitation, rule, spike_train, stt, subconscious, synapsis, synchronous, voting, winner, wood","neuron, voter, voting, synaptic, rule, brain, spike, synapsis, winner, ballot, committee, neural, cell, coalitional, dice, election, hebbian, lehky, manipulator, orc, possible, receptive_field, rsnn, sleep, snn, tabu, tmr"
cs,21,2015–2020,2020–2025,2015–2020 → 2020–2025,0.503395,0.496605,"neuron, voter, voting, synaptic, rule, brain, spike, synapsis, winner, ballot, committee, neural, cell, coalitional, dice, election, hebbian, lehky, manipulator, orc, possible, receptive_field, rsnn, sleep, snn, tabu, tmr","brain, neuron, snn, spike, voter, cell, synaptic, voting, election, biological, neural_network, phase, rule, ballot, committee, layout, neural"
cs,22,2000–2005,2005–2010,2000–2005 → 2005–2010,0.462109,0.537891,"design, development, interface, language, software, tool, datum, debugging, grammar, code, gui, statechart, testsuite, activity, annotation, atlas, cad, comodi, debian, dsls, instrumentation, object, package, project, requirement, speech, unicore","development, software, tool, design, project, requirement, interface, spreadsheet, activity, prolog, systemc, architecture, comodi, datum, debian, ecog, edhibou, knowledge, language, level, memex, minimuml, nfrs, package, quality, unicore"
cs,22,2005–2010,2010–2015,2005–2010 → 2010–2015,0.596331,0.403669,"development, software, tool, design, project, requirement, interface, spreadsheet, activity, prolog, systemc, architecture, comodi, datum, debian, ecog, edhibou, knowledge, language, level, memex, minimuml, nfrs, package, quality, unicore","design, development, project, software, tool, requirement, agile, spreadsheet, test, testing, code, interface, language, business, prolog, quality, scrum, software_engineering, tacton, uml"
cs,22,2010–2015,2015–2020,2010–2015 → 2015–2020,0.631302,0.368698,"design, development, project, software, tool, requirement, agile, spreadsheet, test, testing, code, interface, language, business, prolog, quality, scrum, software_engineering, tacton, uml","code, design, development, project, software, tool, datum, developer, requirement, test, quality, agile, scrum, visualization"
cs,22,2015–2020,2020–2025,2015–2020 → 2020–2025,0.770784,0.229216,"code, design, development, project, software, tool, datum, developer, requirement, test, quality, agile, scrum, visualization","code, datum, design, developer, development, software, tool, project, test, llm, language, quality, visualization"
cs,23,2000–2005,2005–2010,2000–2005 → 2005–2010,0.393048,0.606952,"cluster, parallel, memory, processor, mpd, race, simd, algorithm, ap1000, mpi, recplay, semaphore, weave, workstation, adf95, centrosymmetric, collective, communication, cpu, heisenbug, jspp, moedas, netbsd, noncontiguous, operation, processing, psc94, pvfs, recompilation, xslt","algorithm, memory, parallel, cluster, datum, pso, matrix, particle_swarm, processor, adf95, architecture, arp, bit, block, bwt, core, cpu, crc, disk, eqsatz, gpu, hybridization, lz77, maurer, moedas, multicore, multiplication, network, nipal, orthoglide, prejudgment, processing, rapidmind, recompilation, thread, zmp"
cs,23,2005–2010,2010–2015,2005–2010 → 2010–2015,0.586238,0.413762,"algorithm, memory, parallel, cluster, datum, pso, matrix, particle_swarm, processor, adf95, architecture, arp, bit, block, bwt, core, cpu, crc, disk, eqsatz, gpu, hybridization, lz77, maurer, moedas, multicore, multiplication, network, nipal, orthoglide, prejudgment, processing, rapidmind, recompilation, thread, zmp","algorithm, core, datum, gpu, memory, parallel, processor, cluster, kernel, matrix, computation, multicore, cpu, processing, rapidmind"
cs,23,2010–2015,2015–2020,2010–2015 → 2015–2020,0.771063,0.228937,"algorithm, core, datum, gpu, memory, parallel, processor, cluster, kernel, matrix, computation, multicore, cpu, processing, rapidmind","algorithm, datum, gpu, memory, parallel, computation, core, kernel, processor, cluster, mpi, efficient, operation, precision"
cs,23,2015–2020,2020–2025,2015–2020 → 2020–2025,0.642364,0.357636,"algorithm, datum, gpu, memory, parallel, computation, core, kernel, processor, cluster, mpi, efficient, operation, precision","computation, datum, gpu, kernel, memory, parallel, algorithm, inference, efficient, training, cluster, llm, core, precision"
cs,24,2000–2005,2005–2010,2000–2005 → 2005–2010,0.138769,0.861231,"factored, factorization, lattice, backing, katz, mixture, parallel, acwd, administrator, average, axon, chess, consignation, coset, depot, diachronic, ensemble, event, filter, filtering, hfd, language, ldpc, matrix, obsolescence, obsolescent, path, polysemy, rule, weight","acwd, bimodular, decomposition, ensemble, filter, comb, decimation, factorization, modular, adjacency, audio, average, choose, coset, cutset, delay, factored, filtering, gcf, gcfs, graph, kohonen, lattice, ldpc, manifold, matrix, microphone_array, mock, optimal, particle, polyphase, rife, sphere, tdoa, theory, weight"
cs,24,2005–2010,2010–2015,2005–2010 → 2010–2015,0.124827,0.875173,"acwd, bimodular, decomposition, ensemble, filter, comb, decimation, factorization, modular, adjacency, audio, average, choose, coset, cutset, delay, factored, filtering, gcf, gcfs, graph, kohonen, lattice, ldpc, manifold, matrix, microphone_array, mock, optimal, particle, polyphase, rife, sphere, tdoa, theory, weight","hopls, particle, tensor, filter, phd, impoverishment, milky, pflop, roughening, audio, bilateral, bonsai, choose, deflation, delay, denoising, ecog, electrocorticogram, filtering, generalized, latent_space, loading, mahler, manifold, microphone_array, mtt, noise, orthogonal, piz_daint, regression, resampled, rife, tdoa"
cs,24,2010–2015,2015–2020,2010–2015 → 2015–2020,0.231886,0.768114,"hopls, particle, tensor, filter, phd, impoverishment, milky, pflop, roughening, audio, bilateral, bonsai, choose, deflation, delay, denoising, ecog, electrocorticogram, filtering, generalized, latent_space, loading, mahler, manifold, microphone_array, mtt, noise, orthogonal, piz_daint, regression, resampled, rife, tdoa","tensor, filter, bicluster, biclustering, cent, completion, entry, fractal, galaxy, individual, order, train, algorithm, bilateral, ctrf, datum, decomposition, denoising, elliptical, getd, hopls, lie, milky, noise, particle, pflop, phd, photometric_redshift, signal, spiral, subset, tatd, trajectory, tucker"
cs,24,2015–2020,2020–2025,2015–2020 → 2020–2025,0.51949,0.48051,"tensor, filter, bicluster, biclustering, cent, completion, entry, fractal, galaxy, individual, order, train, algorithm, bilateral, ctrf, datum, decomposition, denoising, elliptical, getd, hopls, lie, milky, noise, particle, pflop, phd, photometric_redshift, signal, spiral, subset, tatd, trajectory, tucker","filter, tensor, decomposition, biclustering, dark_matter, ensemble, galaxy, bicluster, bridge, individual, llm, transferability, cad, climatesom, completion, cosmological, ctrf, cypher4bim, dataset, fake_news, getd, hedge, ifc, inversion, itensor, lmtn, multipar, multiway, nela, observatory, photometric_redshift, simbig, tatd, tucker"
cs,25,2000–2005,2005–2010,2000–2005 → 2005–2010,0.303617,0.696383,"dialog, prosodic, protein, das, feeling, interaction, mixed_initiative, prosody, audio, automatic, chatbot, conversation, conversational, disguised, eiav, extractable, fia, floor, folded, folding, foreign, greeting, hiv, hydrophilic, lentiviruse, monomer, nucleic_acid, partial, participant, protein_protein, recalcitrant, rna, site, speech, teaching, tetrahedron, voicexml, word","dialog, hiv, acceptance, attitude, collaborative, collective, cop, cop_robber, eiav, grid, nucleic_acid, protein, rna, robber, saget, tetrahedron, activity, amino_acid, amsterdam, conversational, ground, incidence, lentiviruse, msm, protein_protein, recalcitrant, referential, sequence, site, structure, therapy, tile"
cs,25,2005–2010,2010–2015,2005–2010 → 2010–2015,0.334738,0.665262,"dialog, hiv, acceptance, attitude, collaborative, collective, cop, cop_robber, eiav, grid, nucleic_acid, protein, rna, robber, saget, tetrahedron, activity, amino_acid, amsterdam, conversational, ground, incidence, lentiviruse, msm, protein_protein, recalcitrant, referential, sequence, site, structure, therapy, tile","dialog, explanation, protein, qualitative, box, hydrophobic, judgment, network, aggregation, amsterdam, causal, computational, cop, cop_robber, family, folding, grid, hiv, human, hydrophobicity, incidence, invention, msm, pairwise, qpns, residue, robber, therapy"
cs,25,2010–2015,2015–2020,2010–2015 → 2015–2020,0.474935,0.525065,"dialog, explanation, protein, qualitative, box, hydrophobic, judgment, network, aggregation, amsterdam, causal, computational, cop, cop_robber, family, folding, grid, hiv, human, hydrophobicity, incidence, invention, msm, pairwise, qpns, residue, robber, therapy","dialog, conversation, explanation, human, protein, conversational, response, sarcastic, reply, residue, ruber, sarcasm, utterance, assessment, box, convernet, counseling, dialogue, family, feedback, folding, judgment, lstm, pairwise, qualitative, quality, stalemate, sticker, trust, turn"
cs,25,2015–2020,2020–2025,2015–2020 → 2020–2025,0.521654,0.478346,"dialog, conversation, explanation, human, protein, conversational, response, sarcastic, reply, residue, ruber, sarcasm, utterance, assessment, box, convernet, counseling, dialogue, family, feedback, folding, judgment, lstm, pairwise, qualitative, quality, stalemate, sticker, trust, turn","conversation, conversational, explanation, feedback, human, response, chatbot, dialog, dialogue, advice, language, llm, errp, protein, rating, sticker, utterance"
cs,26,2000–2005,2005–2010,2000–2005 → 2005–2010,0.781884,0.218116,"edge, graph, vertex, algorithm, planar, tree, node, rectilinear_drawing, weight, hamilton, bipartite, bit, cycle, degree, digraph, drawing, eqrank, hbox_hbox, hypernodal, karger_motwani_sudan, minimum, network, path, quad, quadrilateral_mesh, rectilinear, short_path, toroidal","edge, graph, vertex, algorithm, tree, digraph, path, node, planar, subgraph, drawing, network, acyclic, chordal, coloring, degree, eqrank, forest, girth, maxagree, maximum, toroidal, treewidth"
cs,26,2005–2010,2010–2015,2005–2010 → 2010–2015,0.551366,0.448634,"edge, graph, vertex, algorithm, tree, digraph, path, node, planar, subgraph, drawing, network, acyclic, chordal, coloring, degree, eqrank, forest, girth, maxagree, maximum, toroidal, treewidth","algorithm, degree, edge, graph, network, node, tree, vertex, planar, set, subgraph, coloring, path, spanner"
cs,26,2010–2015,2015–2020,2010–2015 → 2015–2020,0.826866,0.173134,"algorithm, degree, edge, graph, network, node, tree, vertex, planar, set, subgraph, coloring, path, spanner","algorithm, edge, graph, network, node, planar, vertex, degree, set, subgraph, path, drawing, tree"
cs,26,2015–2020,2020–2025,2015–2020 → 2020–2025,0.876574,0.123426,"algorithm, edge, graph, network, node, planar, vertex, degree, set, subgraph, path, drawing, tree","algorithm, edge, graph, network, node, subgraph, vertex, gnn, structure, planar, representation, degree, hypergraph, path, set"
cs,27,2000–2005,2005–2010,2000–2005 → 2005–2010,0.634001,0.365999,"document, information, retrieval, text, dialogue, keyphrase, web, content, genex, irex, personalization, act, algorithm, annotation, anti_spam, apweb, germanet, patent, pipe, recommender, saten, scripted, semantic, summarization, talkmine, topic, voicexml, xml","document, information, retrieval, annotation, content, xml, item, query, search_engine, taxonomy, text, web, bulletin_board, datum, germanet, halverson, keyphrase, keyword, mining, nectarss, ontology, panko, reader, scir, search, semantic, spreadsheet, summarization, synchronic_diachronic, tagging, wikis, xhtml"
cs,27,2005–2010,2010–2015,2005–2010 → 2010–2015,0.724349,0.275651,"document, information, retrieval, annotation, content, xml, item, query, search_engine, taxonomy, text, web, bulletin_board, datum, germanet, halverson, keyphrase, keyword, mining, nectarss, ontology, panko, reader, scir, search, semantic, spreadsheet, summarization, synchronic_diachronic, tagging, wikis, xhtml","document, information, annotation, query, retrieval, content, web, datum, mining, topic, algorithm, recommendation, ctd, dialogue, item, keyword, news, ooic, recommender, search, search_engine, summarization, wikipedia, xml"
cs,27,2010–2015,2015–2020,2010–2015 → 2015–2020,0.60203,0.39797,"document, information, annotation, query, retrieval, content, web, datum, mining, topic, algorithm, recommendation, ctd, dialogue, item, keyword, news, ooic, recommender, search, search_engine, summarization, wikipedia, xml","document, information, item, recommendation, recommender, topic, text, dataset, news, datum, content, dialogue, retrieval, summarization"
cs,27,2015–2020,2020–2025,2015–2020 → 2020–2025,0.57377,0.42623,"document, information, item, recommendation, recommender, topic, text, dataset, news, datum, content, dialogue, retrieval, summarization","dataset, dialogue, document, information, item, recommendation, recommender, retrieval, text, topic, llm, news, summarization, language"
cs,28,2000–2005,2005–2010,2000–2005 → 2005–2010,0.297166,0.702834,"code, file, convolutional, distance, error, httpfs, stabilizer, algebraic, binary, clifford, curve, interleaver, length, preparata, repair, alien, appending, bch, bec, channel, codeword, directory, dual, goethal, goppa, httpf, kerdock, mds, parity_check, perp, quantum, remote, speech, winnt","binary, channel, code, error, codeword, ldpc_code, length, decoder, distance, interleaver, rate, turbo, block, cdc, convolutional, erasure, instanton, ldlc, linear, parity_check, source, subsystem, weight"
cs,28,2005–2010,2010–2015,2005–2010 → 2010–2015,0.611962,0.388038,"binary, channel, code, error, codeword, ldpc_code, length, decoder, distance, interleaver, rate, turbo, block, cdc, convolutional, erasure, instanton, ldlc, linear, parity_check, source, subsystem, weight","channel, code, error, decoder, ldpc_code, length, binary, construction, erasure, linear, codeword, distance, repair, network, polar_code, rateless, rebuilding_ratio, turbo, weight"
cs,28,2010–2015,2015–2020,2010–2015 → 2015–2020,0.541659,0.458341,"channel, code, error, decoder, ldpc_code, length, binary, construction, erasure, linear, codeword, distance, repair, network, polar_code, rateless, rebuilding_ratio, turbo, weight","code, construction, error, linear, polar_code, repair, binary, channel, length, storage, decoder, erasure, rate, cyclic, file, ldpc_code, repairable"
cs,28,2015–2020,2020–2025,2015–2020 → 2020–2025,0.613039,0.386961,"code, construction, error, linear, polar_code, repair, binary, channel, length, storage, decoder, erasure, rate, cyclic, file, ldpc_code, repairable","binary, code, construction, decoder, error, polar_code, linear, quantum, codeword, length, repair, llm, rate, ldpc_code, list, storage"
cs,29,2000–2005,2005–2010,2000–2005 → 2005–2010,0.109037,0.890963,"accordant, capability, cause, common, computer, counterpart, cryptanalysis, detecting, effect, entrenchment, epistemic, gardenfor, generalization, hide, highlight, inference, key, limitation, makinson, partial, preferential, principal, program, sceptical, steganalysis, steganographic, steganography, stego, term, unicity","bus, unicity, cryptanalysis, detecting, proxy, signcrypter, signcryption, steganalysis, steganographic, steganography, stego, vehicle, wham, wire_harness, accordant, adjoint, coopration, dubin, eyebrow, head, hide, key, movement, nearby, optical_flow, orientation, pairing, pmp, pontryagin, scheme, template, tracker, vanet, vehicular"
cs,29,2005–2010,2010–2015,2005–2010 → 2010–2015,0.039033,0.960967,"bus, unicity, cryptanalysis, detecting, proxy, signcrypter, signcryption, steganalysis, steganographic, steganography, stego, vehicle, wham, wire_harness, accordant, adjoint, coopration, dubin, eyebrow, head, hide, key, movement, nearby, optical_flow, orientation, pairing, pmp, pontryagin, scheme, template, tracker, vanet, vehicular","variable, vehicle, causal, head, iwama, optical_flow, rolf, tamaki, tracker, cause, cnf_formula, instrument, vanet, association, brake, causality, commuter, datum, driver, eyebrow, fuzzy, ica, imperialist_competitive, instrumental, mahalanobis_distance, movement, nearby, pearl, portfolio, ppsz, ridesharing, template, trip, vehicular"
cs,29,2010–2015,2015–2020,2010–2015 → 2015–2020,0.392997,0.607003,"variable, vehicle, causal, head, iwama, optical_flow, rolf, tamaki, tracker, cause, cnf_formula, instrument, vanet, association, brake, causality, commuter, datum, driver, eyebrow, fuzzy, ica, imperialist_competitive, instrumental, mahalanobis_distance, movement, nearby, pearl, portfolio, ppsz, ridesharing, template, trip, vehicular","causal, datum, variable, effect, vehicle, association, causality, cause, tracker, commuter, driver, road, treatment, algorithm, cfrl, counterfactual, hmmtxd, inference, intervention, mahalanobis_distance, network, observational, passenger, ridesharing, steganography, tesla, trip"
cs,29,2015–2020,2020–2025,2015–2020 → 2020–2025,0.72363,0.27637,"causal, datum, variable, effect, vehicle, association, causality, cause, tracker, commuter, driver, road, treatment, algorithm, cfrl, counterfactual, hmmtxd, inference, intervention, mahalanobis_distance, network, observational, passenger, ridesharing, steganography, tesla, trip","causal, datum, effect, observational, treatment, variable, vehicle, driver, inference, intervention, road, discovery"
cs,30,2000–2005,2005–2010,2000–2005 → 2005–2010,0.13047,0.86953,"baldwin_effect, cle, community, evolvability, grammar, pressure, xtag, ant, blame, ingrained, marginal, organism, people, responsibility, thing, thread, agent, ant_colony, avida, bias, blogalia, cellulat, epistemic, evolution, group, hboa, icann, intracellular, lamarckian, network, neutrality, population, social, srs, swarm, tip_tongue, transmission","network, social, actor, agent, evolvability, population, swarm, collective, community, fitness_landscape, formation, icls, individual, partnering, ant, ant_colony, collocation, consciousness, decision, district, dynamic, forceful, gerrymandering, gpm, group, mind, mobility, phenotype, pressure, scuba, simp, srs, temporal"
cs,30,2005–2010,2010–2015,2005–2010 → 2010–2015,0.321843,0.678157,"network, social, actor, agent, evolvability, population, swarm, collective, community, fitness_landscape, formation, icls, individual, partnering, ant, ant_colony, collocation, consciousness, decision, district, dynamic, forceful, gerrymandering, gpm, group, mind, mobility, phenotype, pressure, scuba, simp, srs, temporal","agent, community, dynamic, group, individual, network, social, opinion, population, information, actor, contrarian, cooperation, evolvability, interaction, society"
cs,30,2010–2015,2015–2020,2010–2015 → 2015–2020,0.528687,0.471313,"agent, community, dynamic, group, individual, network, social, opinion, population, information, actor, contrarian, cooperation, evolvability, interaction, society","community, group, individual, network, opinion, social, information, fairness, online, bias, datum, political, agent, behavior, dynamic, influence, population, social_medium, twitter"
